Open,High,Low,Close,Volume,nextdaylow
6755.14,6755.14,6404.72,6529.17,5523470000,6396.87
7361.46,7388.43,6792.83,6792.83,5800460000,6404.72
7263.00,7388.26,7255.44,7361.66,4273640000,6792.83
7279.03,7317.94,7208.15,7260.06,4087760000,7255.44
7189.58,7306.31,7132.16,7272.72,4329540000,7208.15
7044.81,7242.29,7038.05,7193.25,4116050000,7132.16
6973.97,7057.17,6920.16,7037.58,4495650000,7038.05
7043.76,7072.69,6834.69,6978.23,4463250000,6920.16
7091.71,7113.30,6970.82,7047.16,4145880000,6834.69
6891.08,7109.56,6882.34,7096.28,4659940000,6970.82
6710.80,6884.64,6689.71,6884.64,4019000000,6882.34
6754.64,6774.75,6620.75,6707.26,3295500000,6689.71
6719.95,6789.63,6700.96,6763.19,3312600000,6620.75
6551.52,6719.96,6498.64,6719.96,4097820000,6700.96
6371.34,6546.54,6371.34,6534.88,3426180000,6498.64
6486.25,6816.79,6310.11,6376.71,4668110000,6371.34
6301.07,6500.87,6298.24,6488.76,3377180000,6310.11
6500.51,6536.92,6297.93,6308.53,3665100000,6298.24
6422.57,6537.98,6361.55,6506.07,3311170000,6297.93
6583.43,6617.35,6353.73,6423.76,3984520000,6361.55
6340.91,6582.50,6324.97,6580.63,4992990000,6353.73
6294.23,6473.50,6276.41,6334.73,4328420000,6324.97
6221.42,6588.49,6221.42,6308.52,4895450000,6276.41
6287.66,6287.94,5971.05,6199.71,5301700000,6221.42
6341.36,6537.05,6225.72,6297.57,4083980000,5971.05
6283.65,6409.85,6237.50,6322.69,5665250000,6225.72
6185.79,6455.74,6109.03,6295.73,4047850000,6237.50
6571.42,6591.26,6124.52,6184.71,4528680000,6109.03
6305.56,6625.73,6249.07,6568.23,4267040000,6124.52
6746.85,6746.85,6226.22,6305.80,5064430000,6249.07
6958.32,7146.56,6748.24,6753.12,4682800000,6226.22
7062.94,7166.55,6890.54,6951.80,3925900000,6748.24
7031.08,7102.77,6940.70,7068.48,3679110000,6890.54
7438.67,7497.49,6984.07,7032.85,4268390000,6940.70
7562.14,7562.14,7328.65,7434.39,4627150000,6984.07
7634.19,7712.77,7523.44,7567.15,4214110000,7328.65
7769.04,7769.04,7504.95,7624.91,4797620000,7523.44
8181.20,8181.53,7696.93,7780.44,5287530000,7504.95
8221.58,8235.50,7917.50,8180.48,5551400000,7696.93
8205.82,8272.26,8141.18,8218.46,4107190016,7917.50
8169.06,8222.85,8110.77,8192.15,3988750080,8141.18
7950.40,8262.66,7839.76,8165.01,5195879936,8110.77
8176.85,8290.33,7878.71,7951.58,4899089920,7839.76
8379.66,8416.87,8086.36,8181.39,5845400064,7878.71
7716.51,8424.27,7705.50,8424.27,7277689856,8086.36
7414.71,7771.50,7409.10,7711.11,5132480000,7705.50
7417.80,7537.95,7383.82,7418.49,3695460096,7409.10
7352.72,7437.64,7262.41,7419.29,3726609920,7383.82
7467.40,7594.67,7323.26,7354.13,4936869888,7262.41
7378.20,7494.46,7295.46,7466.86,5111629824,7323.26
7315.32,7534.99,7280.47,7370.78,6103410176,7295.46
6739.65,7387.24,6684.17,7321.04,5961950208,7280.47
6357.01,6741.75,6357.01,6741.75,4725799936,6684.17
6272.70,6403.46,6256.51,6359.64,3285459968,6357.01
6247.50,6298.19,6212.22,6276.12,2923670016,6256.51
6235.03,6310.55,6192.24,6238.05,3805400064,6212.22
6396.78,6397.10,6136.42,6228.81,3770170112,6192.24
6330.77,6444.96,6330.47,6394.71,3644859904,6136.42
6739.21,6767.74,6320.72,6329.95,4052430080,6330.47
6775.08,6838.68,6724.34,6741.75,3718129920,6320.72
6857.80,6885.91,6747.98,6773.88,3386210048,6724.34
6668.71,6863.99,6579.24,6856.93,3961080064,6747.98
6638.69,6700.94,6533.55,6673.50,4313959936,6579.24
6599.71,6749.54,6546.65,6639.14,4999240192,6533.55
6550.87,6771.92,6450.46,6597.55,4176689920,6546.65
6596.66,6671.37,6447.75,6529.59,4672309760,6450.46
6380.38,6683.86,6305.70,6614.18,4396930048,6447.75
6411.68,6432.85,6289.29,6385.82,4788259840,6305.70
6214.22,6465.51,6214.22,6404.00,4543860224,6289.29
5898.13,6261.66,5835.75,6218.30,3966230016,6214.22
6153.16,6170.41,5873.05,5903.44,3467800064,5835.75
6084.40,6180.00,6052.85,6157.13,3296219904,5873.05
6253.55,6290.16,6093.67,6093.67,3279759872,6052.85
6171.97,6327.37,6119.68,6249.18,5500810240,6093.67
6164.28,6223.78,5826.41,6173.23,4566909952,6119.68
6090.10,6224.82,6071.81,6162.48,3431360000,5826.41
6737.88,6747.08,6006.60,6083.69,5079810048,6071.81
6780.09,6810.94,6715.17,6729.74,3529129984,6006.60
6770.76,6821.56,6611.88,6776.55,3888640000,6715.17
6742.39,6822.50,6709.92,6769.94,4057029888,6611.88
6510.07,6781.14,6446.68,6734.82,4039200000,6709.92
6545.53,6589.11,6499.27,6499.27,3104019968,6446.68
6455.45,6592.49,6402.29,6550.16,3194170112,6499.27
6674.08,6681.08,6433.87,6456.58,3955389952,6402.29
6342.75,6707.14,6334.46,6675.35,5138710016,6433.87
6596.88,6631.66,6285.63,6349.90,5052349952,6334.46
6905.82,6907.96,6542.08,6582.36,4654380032,6285.63
6799.29,6910.18,6706.63,6906.92,4745269760,6542.08
7499.55,7499.55,6709.07,6786.02,5804839936,6706.63
7632.52,7683.58,7531.98,7531.98,3845220096,6709.07
7685.14,7698.19,7558.40,7624.92,4227579904,7531.98
7650.82,7741.27,7650.82,7678.24,4485799936,7558.40
7625.97,7680.43,7502.01,7653.98,4692259840,7650.82
7500.90,7643.23,7397.00,7633.76,4961739776,7502.01
7722.53,7753.82,7474.04,7514.47,4993169920,7397.00
7632.09,7754.89,7613.04,7720.25,4851760128,7474.04
7536.72,7695.83,7497.26,7643.45,4939299840,7613.04
7500.70,7604.73,7407.34,7541.45,4921460224,7497.26
7406.15,7608.90,7361.13,7494.17,5127130112,7407.34
7469.73,7573.77,7313.60,7406.52,4922540032,7361.13
7129.46,7526.42,7090.68,7472.59,5662660096,7313.60
7371.31,7419.05,7100.89,7135.99,5040600064,7090.68
7362.08,7381.74,7270.96,7368.22,4056519936,7100.89
7486.48,7595.16,7349.12,7355.88,4051539968,7270.96
7592.30,7659.14,7392.65,7480.14,4867829760,7349.12
7561.12,7738.60,7331.14,7587.34,6049220096,7392.65
8037.08,8054.66,7507.88,7557.82,6491120128,7331.14
8419.87,8423.25,8004.58,8041.78,5137010176,7507.88
8522.33,8557.52,8365.12,8418.99,5154990080,8004.58
8246.99,8562.41,8205.24,8513.25,5191059968,8365.12
8255.73,8372.06,8183.35,8247.18,4712399872,8205.24
8091.83,8274.12,7974.82,8250.97,5764190208,8183.35
8370.05,8445.54,8054.12,8094.32,5862530048,7974.82
8504.41,8508.43,8175.49,8368.83,6760220160,8054.12
8705.19,8836.19,8456.45,8510.38,6705710080,8175.49
8713.10,8881.12,8367.97,8716.79,7364149760,8456.45
8515.49,8773.55,8395.12,8723.94,5866379776,8367.97
8441.44,8664.86,8223.50,8504.89,6821380096,8395.12
9052.96,9052.96,8394.46,8441.49,8488520192,8223.50
9325.96,9396.04,9040.52,9043.94,6906699776,8394.46
9223.73,9374.76,9031.62,9325.18,7226890240,9040.52
9380.87,9462.75,9127.77,9234.82,7415869952,9031.62
9645.67,9665.85,9231.53,9373.01,7394019840,9127.77
9845.31,9940.14,9465.25,9654.80,7222280192,9231.53
9700.28,9964.50,9695.12,9858.15,7651939840,9465.25
9695.50,9779.20,9585.96,9700.76,8217829888,9695.12
9233.97,9798.33,9188.15,9743.86,10207299584,9585.96
9104.60,9256.52,9015.14,9235.92,7558159872,9188.15
9251.47,9255.88,8891.05,9119.01,7713019904,9015.14
9426.11,9477.14,9166.81,9240.55,8673920000,8891.05
9346.41,9531.49,9193.71,9419.08,8853000192,9166.81
8939.27,9412.09,8931.99,9348.48,7805479936,9193.71
9290.63,9375.47,8987.05,8987.05,7566289920,8931.99
8867.32,9281.51,8727.09,9281.51,8970559488,8987.05
9701.03,9745.32,8799.84,8845.74,11083100160,8727.09
8934.34,9732.61,8927.83,9697.50,10678800384,8799.84
8794.39,8958.55,8788.81,8930.88,6925190144,8927.83
8925.06,9001.64,8779.61,8802.46,6629899776,8788.81
8848.79,8997.57,8652.15,8895.58,7548550144,8779.61
8286.88,8880.23,8244.54,8845.83,8438110208,8652.15
8159.27,8298.69,8138.78,8294.31,7063209984,8244.54
7944.43,8197.80,7886.01,8163.42,6529909760,8138.78
8071.66,8285.96,7881.72,7902.09,6900879872,7886.01
8337.57,8371.15,7925.73,8058.67,5631309824,7881.72
7999.33,8338.42,7999.33,8329.11,5244480000,7925.73
7874.67,8140.71,7846.00,7986.24,5191430144,7999.33
7901.09,8183.96,7758.93,7895.96,7764460032,7846.00
6955.38,7899.23,6806.51,7889.25,8906250240,7758.93
6843.47,6968.32,6817.59,6968.32,4641889792,6806.51
6795.44,6872.41,6704.15,6834.76,4272750080,6817.59
7044.32,7178.11,6661.99,6770.73,4894060032,6704.15
6919.98,7111.56,6919.98,7023.52,3652499968,6661.99
6630.51,7050.54,6630.51,6911.09,3976610048,6919.98
6815.96,6857.49,6575.00,6636.32,3766810112,6630.51
6848.65,6933.82,6644.80,6811.47,5639320064,6575.00
7456.41,7469.88,6803.88,6853.84,4936000000,6644.80
7102.26,7530.94,7072.49,7456.11,5499700224,6803.88
6844.86,7135.47,6816.58,7083.80,4333440000,7072.49
7003.06,7060.95,6526.87,6844.23,4532100096,6816.58
6892.48,7207.85,6863.52,6973.53,4553269760,6526.87
7171.45,7276.66,6683.93,6890.52,6289509888,6863.52
7979.07,7994.33,7081.38,7165.70,6361229824,6683.93
7836.83,8122.89,7809.17,7954.48,4935289856,7081.38
8200.00,8232.78,7797.28,7833.04,5378250240,7809.17
8498.47,8530.08,7921.43,8209.40,5921039872,7797.28
8612.81,8682.01,8449.10,8495.78,4569880064,7921.43
8901.95,8996.18,8665.70,8668.12,5664600064,8449.10
8736.25,8879.62,8360.62,8879.62,5954120192,8665.70
8939.44,9100.71,8564.90,8728.47,5530390016,8360.62
8937.48,9177.37,8846.33,8929.28,6043129856,8564.90
8619.67,9051.02,8389.89,8913.47,6361789952,8846.33
8344.12,8675.87,8182.40,8630.65,6729110016,8389.89
7890.52,8245.51,7397.99,8223.68,6639190016,8182.40
8321.91,8346.53,7812.82,7916.88,4426149888,7397.99
8322.91,8585.15,8005.31,8338.35,5289379840,7812.82
8290.76,8428.35,7783.05,8300.86,6834429952,8005.31
9214.65,9355.85,8068.59,8269.81,6438230016,7783.05
9173.04,9470.38,8958.19,9194.85,5991139840,8068.59
9602.93,9937.50,8956.43,9205.12,6457399808,8958.19
8852.78,9711.89,8607.12,9578.63,6296370176,8956.43
9350.59,9531.32,8828.47,8866.00,5386319872,8607.12
9414.69,9466.35,8513.03,9337.55,8704190464,8828.47
9951.44,10147.40,9335.87,9395.01,7186089984,8513.03
10803.90,10929.50,9692.12,9965.57,8797910016,9335.87
11500.10,11500.10,10694.30,10779.90,6832169984,9692.12
11532.40,11704.10,11443.90,11573.30,6468539904,10694.30
11497.40,11512.60,11136.10,11512.60,6084149760,11443.90
11101.90,11528.20,11002.40,11489.70,6690570240,11136.10
10977.40,11189.00,10850.10,11086.40,7620590080,11002.40
10385.00,11052.30,10352.70,10951.00,7317279744,10850.10
10687.20,11089.80,10393.10,10397.90,6936189952,10352.70
10393.90,10878.50,10246.10,10725.60,6966179840,10393.10
9669.43,10475.00,9501.73,10366.70,7287690240,10246.10
9796.42,9923.22,9407.06,9664.73,5706939904,9501.73
10287.70,10597.20,9546.97,9813.07,6917929984,9407.06
9937.07,10487.30,9734.56,10301.10,7739500032,9546.97
10660.40,11039.10,9939.09,10005.00,8040079872,9734.56
11372.20,11418.50,10479.10,10690.40,9405339648,9939.09
11231.80,11958.50,11231.80,11403.70,9926540288,10479.10
10552.60,11273.80,10513.20,11225.30,7652089856,11231.80
11123.40,11349.80,10326.00,10551.80,8744009728,10513.20
10207.50,11139.50,10149.40,11112.70,8660880384,10326.00
10135.70,10324.10,9824.82,10233.90,7296159744,10149.40
9488.32,10234.80,9395.58,10166.40,9062540288,9824.82
8599.92,9518.54,8599.92,9494.63,7909819904,9395.58
8926.72,8958.47,8455.41,8598.31,5696719872,8599.92
8141.43,8985.92,8141.43,8926.57,6256439808,8455.41
8616.13,8616.13,7931.10,8129.97,6122189824,8141.43
8720.08,9122.55,8295.47,8621.90,7780960256,7931.10
8271.84,8736.98,7884.71,8736.98,6784820224,8295.47
7637.86,8558.77,7637.86,8265.59,9346750464,7884.71
7755.49,8509.11,7236.79,7621.30,9169280000,7637.86
7051.75,7850.70,6048.26,7754.00,13999800320,7236.79
8270.54,8364.84,6756.68,6955.27,9285289984,6048.26
9175.70,9334.87,8031.22,8277.01,7073549824,6756.68
8852.12,9430.75,8251.63,9174.91,7263790080,8031.22
9142.28,9142.28,7796.49,8830.75,12726899712,8251.63
10237.30,10288.80,8812.28,9170.54,9959400448,7796.49
10108.20,10381.60,9777.42,10221.10,8041160192,8812.28
11306.80,11307.20,10036.20,10106.30,8637859840,9777.42
11755.50,11875.60,11179.20,11296.40,7107359744,10036.20
11475.30,12040.30,11475.30,11786.30,8350360064,11179.20
11174.90,11614.90,10989.20,11440.70,7583269888,11475.30
11256.00,11656.70,10470.30,11171.40,9746199552,10989.20
11421.70,11785.70,11057.40,11259.40,8873169920,10470.30
10903.40,11501.40,10639.80,11359.40,9940989952,11057.40
10944.50,11377.60,10129.70,10868.40,9660609536,10639.80
11633.10,11966.40,10240.20,10931.40,10537400320,10129.70
12889.20,12895.90,11288.20,11600.10,9935179776,10240.20
11656.20,13103.00,11656.20,12899.20,11801700352,11288.20
11429.80,11992.80,11172.10,11607.40,10740400128,11656.20
11198.80,12107.30,10942.50,11474.90,15020399616,11172.10
11431.10,11678.00,9402.29,11188.60,18830600192,10942.50
13836.10,13843.10,10194.90,11490.50,18853799936,9402.29
13767.30,14445.50,13641.70,13819.80,12750799872,10194.90
14370.80,14511.80,13268.00,13772.00,11084099584,13641.70
13952.40,14659.50,13952.40,14360.20,12763599872,13268.00
13453.90,14229.90,13158.10,13980.60,12065699840,13952.40
14968.20,15018.80,13105.90,13405.80,16534099968,13158.10
14588.50,14973.30,13691.20,14973.30,18500800512,13105.90
15123.70,15497.50,14424.00,14595.40,16659999744,13691.20
16476.20,16537.90,14208.20,15170.10,18413899776,14424.00
17527.30,17579.60,16087.70,16477.60,15866000384,14208.20
17462.10,17712.40,16764.60,17527.00,18314600448,16087.70
15477.20,17705.20,15202.80,17429.50,23840899072,16764.60
15270.70,15739.70,14522.20,15599.20,21783199744,15202.80
14978.20,15572.80,14844.50,15201.00,16871900160,14522.20
13625.00,15444.60,13163.60,14982.10,16846600192,14844.50
14112.20,14112.20,13154.70,13657.20,10291200000,13163.60
12897.70,14377.40,12755.60,14156.40,12136299520,13154.70
14681.90,14681.90,12350.10,12952.20,14452599808,12755.60
14695.80,15279.00,14307.00,14656.20,13025500160,12350.10
15864.10,15888.40,13937.30,14606.50,12336499712,14307.00
16163.50,16930.90,15114.30,15838.50,12487600128,13937.30
14036.60,16461.20,14028.90,16099.80,13454300160,15114.30
13995.90,14593.00,13448.90,14026.60,10664699904,14028.90
14608.20,14626.00,12747.70,13925.80,11572299776,13448.90
13948.70,15603.20,13828.80,14699.20,13086000128,12747.70
15898.00,15943.40,11833.00,13831.80,22197999616,13828.80
16642.40,17567.70,15342.70,15802.90,16516599808,11833.00
17760.30,17934.70,16077.70,16624.60,22149699584,15342.70
19118.30,19177.80,17275.40,17776.70,16894499840,16077.70
19106.40,19371.00,18355.90,19114.20,14839499776,17275.40
19475.80,20089.00,18974.10,19140.80,13314599936,18355.90
17760.30,19716.70,17515.30,19497.40,12740599808,18974.10
16601.30,18154.10,16601.30,17706.90,14309999616,17515.30
16384.60,17085.80,16185.90,16564.00,13777399808,16601.30
17500.00,17653.10,16039.70,16408.20,12976900096,16185.90
16919.80,17781.80,16571.60,17415.40,14603799552,16039.70
15427.40,17513.90,15404.80,16936.80,12153900032,16571.60
15168.40,15850.60,13226.60,15455.40,13433299968,15404.80
16523.30,16783.00,13674.90,15178.20,13911300096,13226.60
17802.90,18353.40,14336.90,16569.40,21135998976,13674.90
14266.10,17899.70,14057.30,17899.70,17950699520,14336.90
11923.40,14369.10,11923.40,14291.50,12656300032,14057.30
11685.70,12032.00,11604.60,11916.70,6895260160,11923.40
11315.40,11657.20,11081.80,11657.20,6132409856,11604.60
11082.70,11858.70,10862.00,11323.20,6608309760,11081.80
10978.30,11320.20,10905.10,11074.60,5138500096,10862.00
10198.60,11046.70,9694.65,10975.60,6783119872,10905.10
9906.79,10801.00,9202.05,10233.60,8310689792,9694.65
10077.40,11517.40,9601.03,9888.61,11568799744,9202.05
9823.43,10125.70,9736.30,10058.80,6348819968,9601.03
9352.72,9818.35,9352.72,9818.35,5653320192,9736.30
8789.04,9522.93,8775.59,9330.55,5475579904,9352.72
8241.71,8790.92,8191.15,8790.92,4342060032,8775.59
8074.02,8374.16,7940.93,8253.69,5058610176,8191.15
8232.38,8267.40,8038.77,8038.77,4225179904,7940.93
8077.95,8302.26,8075.47,8253.55,3633530112,8038.77
8205.74,8348.66,7762.71,8071.26,4277609984,8075.47
8039.07,8336.86,7949.36,8200.64,3488450048,7762.71
7766.03,8101.91,7694.10,8036.49,3149319936,7949.36
7697.21,7884.99,7463.44,7790.15,3667190016,7694.10
7853.57,8004.59,7561.09,7708.99,4651670016,7463.44
7323.24,7967.38,7176.58,7871.69,5123809792,7561.09
6634.76,7342.25,6634.76,7315.54,4200880128,7176.58
6561.48,6764.98,6461.75,6635.75,3197110016,6634.76
5938.25,6811.19,5844.29,6559.49,6263249920,6461.75
6295.45,6625.05,5519.01,5950.07,8957349888,5844.29
6618.61,6873.15,6204.22,6357.60,4908680192,5519.01
7173.73,7312.00,6436.87,6618.14,5208249856,6204.22
7446.83,7446.83,7101.52,7143.58,3226249984,6436.87
7141.38,7776.42,7114.02,7459.69,4602200064,7101.52
7023.10,7253.32,7023.10,7144.38,2326340096,7114.02
7403.22,7445.77,7007.31,7022.76,3111899904,7023.10
7404.52,7617.48,7333.19,7407.41,2380410112,7007.31
7164.48,7492.86,7031.28,7379.95,2483800064,7333.19
7087.53,7461.29,7002.94,7207.76,3369860096,7031.28
6777.77,7367.33,6758.72,7078.50,4653770240,7002.94
6440.97,6767.31,6377.88,6767.31,2870320128,6758.72
6132.02,6470.43,6103.33,6468.40,2311379968,6377.88
6114.85,6214.99,6040.85,6130.53,1772150016,6103.33
5754.44,6255.71,5724.58,6153.85,2859040000,6040.85
5787.82,5876.72,5689.19,5753.09,1403920000,5724.58
5899.74,5988.39,5728.82,5780.90,1710130048,5689.19
5747.95,5976.80,5721.22,5904.83,1905040000,5728.82
5524.60,5754.33,5397.88,5750.80,1966989952,5721.22
5935.52,5935.52,5504.18,5526.64,2735699968,5397.88
6006.00,6075.59,5732.47,5930.32,2401840128,5504.18
6036.66,6076.26,5792.34,6008.42,2034630016,5732.47
5996.79,6194.88,5965.07,6031.60,2207099904,5792.34
5708.11,6060.11,5627.23,6011.45,2354429952,5965.07
5583.74,5744.35,5531.06,5708.52,1780540032,5627.23
5603.82,5603.82,5151.44,5590.69,2399269888,5531.06
5741.58,5800.35,5472.72,5605.51,1821570048,5151.44
5687.57,5776.23,5544.21,5725.59,2008070016,5472.72
5835.96,5852.48,5478.61,5678.19,1976039936,5544.21
5643.53,5837.70,5591.64,5831.79,1669030016,5478.61
5464.16,5840.30,5436.85,5647.21,3615480064,5591.64
4829.58,5446.91,4822.00,5446.91,2791610112,5436.85
4789.25,4873.73,4751.63,4826.48,1222279936,4822.00
4776.21,4922.17,4765.10,4781.99,1597139968,4751.63
4614.52,4878.71,4564.25,4772.02,1968739968,4765.10
4429.67,4624.14,4405.64,4610.48,1313869952,4564.25
4369.35,4443.88,4321.05,4426.89,906928000,4405.64
4324.46,4413.27,4320.53,4370.81,1069939968,4321.05
4229.88,4362.64,4164.05,4328.41,1161769984,4320.53
4319.37,4352.31,4210.42,4229.36,1116770048,4164.05
4408.46,4432.47,4258.89,4317.48,1288019968,4210.42
4395.81,4470.23,4377.46,4409.32,1431730048,4258.89
4341.05,4403.74,4269.81,4403.74,1208210048,4377.46
4166.11,4358.43,4160.86,4338.71,1207449984,4269.81
4171.62,4214.63,4039.29,4163.07,1367049984,4160.86
4197.13,4279.31,4109.70,4174.73,1712320000,4039.29
3892.94,4210.05,3884.82,4200.67,1686880000,4109.70
3928.41,3969.89,3869.90,3892.35,1043740032,3884.82
3681.58,3950.25,3681.58,3926.07,1374210048,3869.90
3796.15,3796.15,3666.90,3682.84,768014976,3681.58
3629.92,3819.21,3594.58,3792.40,928113984,3666.90
3628.02,3758.27,3553.53,3630.70,1194829952,3594.58
3901.47,3916.42,3613.63,3631.04,1411480064,3553.53
3916.36,4031.39,3857.73,3905.95,1213830016,3613.63
4073.79,4094.07,3868.87,3924.97,1563980032,3857.73
3591.09,4079.23,3591.09,4065.20,1943209984,3868.87
3606.28,3664.81,3445.64,3582.88,1239149952,3591.09
3637.75,3808.84,3487.79,3625.04,1818400000,3445.64
3166.30,3733.45,2946.62,3637.52,4148069888,3487.79
3875.37,3920.60,3153.86,3154.95,2716310016,2946.62
4131.98,4131.98,3789.92,3882.59,2219409920,3153.86
4168.88,4344.65,4085.22,4130.81,1864530048,3789.92
4122.47,4261.67,4099.40,4161.27,1557330048,4085.22
4229.34,4245.44,3951.04,4122.94,1679090048,4099.40
4229.81,4308.82,4114.11,4226.06,1386230016,3951.04
4605.16,4661.00,4075.18,4228.75,2700890112,4114.11
4589.14,4655.04,4491.33,4599.88,1844620032,4075.18
4376.59,4617.25,4376.59,4597.12,2172100096,4491.33
4228.29,4427.84,3998.11,4376.53,2697969920,4376.59
4591.63,4591.63,4108.40,4236.31,2987330048,3998.11
4585.27,4714.08,4417.59,4582.96,1933190016,4108.40
4901.42,4975.04,4469.24,4578.77,2722139904,4417.59
4701.76,4892.01,4678.53,4892.01,2599079936,4469.24
4555.59,4736.05,4549.40,4703.39,1944930048,4678.53
4570.36,4626.52,4471.41,4565.30,1937849984,4549.40
4389.21,4625.68,4352.13,4579.02,2486080000,4471.41
4384.45,4403.93,4224.64,4382.66,1959330048,4352.13
4345.10,4416.59,4317.29,4382.88,1537459968,4224.64
4372.06,4379.28,4269.52,4352.40,1511609984,4317.29
4332.82,4455.70,4307.35,4371.60,1727970048,4269.52
4137.60,4376.39,4130.26,4334.68,2037750016,4307.35
4089.01,4255.78,4078.41,4151.52,2369819904,4130.26
3998.35,4128.76,3674.58,4100.52,3764239872,4078.41
4090.48,4109.14,3988.60,4001.74,2800890112,3674.58
4189.31,4196.29,4069.88,4087.66,2109769984,3988.60
4137.75,4243.26,3970.55,4193.70,2975820032,4069.88
4324.34,4370.13,4015.40,4160.62,2941710080,3970.55
4384.44,4484.70,4243.71,4331.69,2553359872,4015.40
4200.34,4381.23,3994.42,4376.63,2272039936,4243.71
4326.99,4455.97,3906.18,4181.93,3258050048,3994.42
4066.10,4325.13,3989.16,4325.13,2463089920,3906.18
3880.04,4208.39,3857.80,4073.26,3159089920,3989.16
3650.63,3949.92,3613.70,3884.71,2219589888,3857.80
3373.82,3679.72,3372.12,3650.62,2021190016,3613.70
3341.84,3453.45,3319.47,3381.28,1515110016,3372.12
3420.40,3422.76,3247.67,3342.47,1468960000,3319.47
3370.22,3484.85,3345.83,3419.94,1752760064,3247.67
3212.78,3397.68,3180.89,3378.94,1482279936,3345.83
3257.61,3293.29,3155.60,3213.94,1105030016,3180.89
2897.63,3290.01,2874.83,3252.91,1945699968,3155.60
2806.93,2899.33,2743.72,2895.89,1002120000,2874.83
2709.56,2813.31,2685.14,2804.73,804796992,2743.72
2727.13,2762.53,2668.59,2710.67,1094950016,2685.14
2871.30,2921.35,2685.61,2718.26,1324669952,2668.59
2763.24,2889.62,2720.61,2875.34,860574976,2685.61
2724.39,2758.53,2644.85,2757.18,705942976,2720.61
2807.02,2808.76,2692.80,2726.45,803745984,2644.85
2679.73,2897.45,2679.73,2809.01,1380099968,2692.80
2538.71,2693.32,2529.34,2671.78,789104000,2679.73
2577.77,2610.76,2450.80,2529.45,937404032,2529.34
2757.50,2768.08,2480.96,2576.48,1460089984,2450.80
2732.70,2777.26,2699.19,2754.86,866473984,2480.96
2808.10,2832.18,2653.94,2730.40,1072840000,2699.19
2668.63,2862.42,2657.71,2810.12,1177129984,2653.94
2838.41,2838.41,2621.85,2667.76,1489449984,2657.71
2269.89,2900.70,2269.89,2817.60,2249260032,2621.85
2323.08,2397.17,2260.23,2273.43,1245100032,2269.89
2233.52,2387.61,2164.77,2318.88,1512450048,2260.23
1932.62,2230.49,1932.62,2228.41,1201760000,2164.77
1991.98,2058.77,1843.03,1929.82,1182870016,1932.62
2230.12,2231.14,1990.41,1998.86,993608000,1843.03
2360.59,2363.25,2183.22,2233.34,882502976,1990.41
2402.70,2425.22,2340.83,2357.90,835769984,2183.22
2332.77,2423.71,2275.14,2398.84,1117410048,2340.83
2385.89,2413.47,2296.81,2337.79,1329760000,2275.14
2525.25,2537.16,2321.13,2372.56,1111200000,2296.81
2572.61,2635.49,2517.59,2518.44,527856000,2321.13
2520.27,2571.34,2492.31,2571.34,733329984,2517.59
2608.59,2916.14,2498.87,2518.66,917411968,2492.31
2608.10,2616.72,2581.69,2608.56,761956992,2498.87
2602.87,2622.65,2538.55,2601.99,941566016,2581.69
2561.00,2631.59,2559.35,2601.64,985516032,2538.55
2498.56,2595.00,2480.47,2564.06,964112000,2559.35
2436.40,2514.28,2394.84,2506.47,803747008,2480.47
2492.60,2515.27,2419.23,2434.55,779913984,2394.84
2539.24,2559.25,2478.43,2480.84,860273024,2419.23
2567.56,2588.83,2510.48,2539.32,949979008,2478.43
2553.03,2603.98,2484.42,2574.79,1183869952,2510.48
2478.45,2552.45,2332.99,2552.45,1489789952,2484.42
2590.57,2615.25,2376.29,2478.45,1663280000,2332.99
2607.25,2682.26,2552.12,2589.41,1161100032,2376.29
2738.52,2757.94,2583.19,2608.72,982750016,2552.12
2707.34,2765.17,2706.37,2744.91,961318976,2583.19
2691.03,2723.74,2642.36,2705.41,1097939968,2706.37
2709.43,2772.01,2660.40,2689.10,1626579968,2642.36
2591.26,2763.45,2589.82,2721.79,1854189952,2660.40
2549.03,2662.85,2549.03,2589.60,1446840064,2589.82
2655.35,2662.10,2516.33,2548.29,1178659968,2549.03
2514.01,2685.19,2484.96,2655.88,1534509952,2516.33
2469.57,2539.92,2385.15,2518.56,1195190016,2484.96
2499.58,2534.71,2212.96,2464.58,2026259968,2385.15
2716.88,2786.83,2412.94,2506.37,1696560000,2212.96
2680.91,2789.04,2650.38,2717.02,1781200000,2412.94
2953.22,2997.26,2518.56,2659.63,2569530112,2650.38
2942.41,2996.60,2840.53,2958.11,1752400000,2518.56
2828.14,2950.99,2746.55,2947.71,2018889984,2840.53
2807.44,2901.71,2795.62,2823.81,1348950016,2746.55
2720.49,2815.30,2670.95,2805.62,1281170048,2795.62
2869.38,2869.38,2700.56,2732.16,1517709952,2670.95
2690.84,2999.91,2690.84,2863.20,2089609984,2700.56
2512.40,2686.81,2510.22,2686.81,1369309952,2690.84
2547.79,2585.89,2452.54,2511.81,1355120000,2510.22
2493.72,2581.91,2423.57,2515.35,1514950016,2452.54
2404.03,2488.55,2373.32,2488.55,1317030016,2423.57
2288.33,2448.39,2288.33,2407.88,1653180032,2373.32
2187.19,2311.08,2145.57,2286.41,1544829952,2288.33
2255.36,2301.96,2124.57,2175.47,1443970048,2145.57
2159.43,2307.05,2107.17,2255.61,994625024,2124.57
